Instance,M,N,Objective,Distance,Time,TotalIteration,ElapsedTime,AlgFlag
3_12,3,12,140.898,81.7951,2.76154,1000000,6.39852,3
3_12,3,12,141.783,83.566,2.80582,1000000,6.54802,3
3_12,3,12,141.736,83.4719,2.80347,1000000,72.3105,3
3_12,3,12,141.52,83.0402,2.79267,1000000,6.51709,3
3_12,3,12,141.739,83.4777,2.80361,1000000,6.53168,3
3_12,3,12,141.219,82.4389,2.77764,1000000,6.49648,3
3_12,3,12,140.679,81.3585,2.75063,1000000,6.51089,3
3_12,3,12,140.56,81.1198,2.74466,1000000,6.47218,3
3_12,3,12,141.783,83.566,2.80582,1000000,6.46701,3
3_12,3,12,141.514,83.0276,2.79236,1000000,6.68656,3
3_13,3,13,134.267,68.5333,2.57167,1000000,97.4526,3
3_13,3,13,132.673,65.3452,2.49196,1000000,6.79229,3
3_13,3,13,134.295,68.5893,2.57307,1000000,98.0495,3
3_13,3,13,133.412,66.8234,2.52892,1000000,97.385,3
3_13,3,13,134.296,68.5918,2.57313,1000000,6.95721,3
3_13,3,13,134.301,68.6014,2.57337,1000000,6.93544,3
3_13,3,13,132.535,65.0707,2.4851,1000000,6.83841,3
3_13,3,13,134.378,68.7566,2.57725,1000000,97.052,3
3_13,3,13,132.731,65.4614,2.49487,1000000,98.5366,3
3_13,3,13,133.689,67.3784,2.54279,1000000,6.97699,3
3_14,3,14,139.758,79.5162,2.72124,1000000,7.42285,3
3_14,3,14,143.753,87.5056,2.92097,1000000,7.41874,3
3_14,3,14,142.168,84.3361,2.84174,1000000,7.52486,3
3_14,3,14,141.973,83.9459,2.83198,1000000,7.29469,3
3_14,3,14,139.758,79.5162,2.72124,1000000,7.3378,3
3_14,3,14,139.758,79.5162,2.72124,1000000,7.55359,3
3_14,3,14,142.072,84.1447,2.83695,1000000,7.46275,3
3_14,3,14,139.758,79.5162,2.72124,1000000,176.373,3
3_14,3,14,141.208,82.4165,2.79374,1000000,176.522,3
3_14,3,14,142.168,84.3361,2.84174,1000000,7.47272,3
